conference,session,sent_time_sec,center_time_sec,burst_id,speaker,sentence,annotations,kw_decision,kw_assign,kw_summarize,kw_agree,decision_any,m_cut,delta_to_center
2021_05_21_ABI_S15,2021_05_21_ABI_S15,895.0,878.0,2021_05_21_ABI_S15_B1,Brad Smith,Okay.,"{'acknowledge contribution': ""Brad Smith acknowledges Carolyn Bayer's introduction of her modality and problem, but does not agree or expand on it.""}",False,False,False,True,True,3,17.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,895.0,878.0,2021_05_21_ABI_S15_B1,Aniruddha Ray,"Uh sure, I can do it.","{'assign task': 'Aniruddha Ray volunteers to take on the task of being the reporter, after Brad Smith asked for a volunteer.'}",False,True,False,False,True,3,17.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,895.0,878.0,2021_05_21_ABI_S15_B1,Brad Smith,Uh congratulations.,"{'acknowledge contribution': ""Brad Smith acknowledges Aniruddha Ray's willingness to be the reporter.""}",False,False,False,False,False,3,17.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,895.0,878.0,2021_05_21_ABI_S15_B1,Aniruddha Ray,But I'm in four and also in seven though.,"{'acknowledge contribution': 'Aniruddha acknowledges that he is in groups four and seven, which were previously assigned by Brad.', 'express agreement': 'Aniruddha acknowledges that he is in groups four and seven, which implies agreement with the group assignments.'}",False,True,False,False,True,3,17.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,895.0,878.0,2021_05_21_ABI_S15_B1,Aniruddha Ray,So it's a bit rigged.,"{'express humor': 'Aniruddha Ray makes a humorous comment about being assigned the reporter role, implying the selection process was unfair because he is in breakout rooms four and seven.'}",False,True,False,False,True,3,17.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,895.0,878.0,2021_05_21_ABI_S15_B1,Brad Smith,"So um,",{'None': 'This utterance does not contain any content that can be mapped to the provided codes.'},False,False,False,False,False,3,17.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,895.0,878.0,2021_05_21_ABI_S15_B1,Brad Smith,"Um, if you want to just generate a word document or something and all we need is four bullet points at at the end, we'll work on that a little bit more.","{'assign task': 'Brad Smith is assigning the task of generating a word document with four bullet points to Aniruddha Ray, who volunteered to be the reporter.'}",True,True,False,False,True,3,17.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,895.0,878.0,2021_05_21_ABI_S15_B1,Brad Smith,"Okay, so we're still sort of uh talking about beyond light sheet um is is light sheet just to finish that sort of is light sheet going to really change biomedical science?","[{'ask clarifying question': 'Brad is asking whether light sheet microscopy will significantly impact biomedical science, following a discussion about its current limitations and potential for improvement.'}]",False,False,False,True,True,3,17.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,895.0,878.0,2021_05_21_ABI_S15_B1,Sixian You,"I'm definitely further than light sheet. But uh,","{'express agreement': 'Sixian agrees with the previous statement that multiphoton imaging can go deeper than light sheet.', 'expand on existing idea': 'Sixian is building on the discussion about the depth capabilities of different imaging techniques, specifically comparing multiphoton imaging to light sheet.'}",False,False,False,False,False,3,17.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,895.0,878.0,2021_05_21_ABI_S15_B1,Luke Mortensen,"Yeah, I mean, you know, I think that um Sishan has some good insight on this too, but like I think like basically that's going to be there's going to be other ways to I think improve your ability to get those photon to create the excitation and to harvest photons.","{'expand on existing idea': 'Luke is building on the previous discussion about the limitations of light sheet microscopy and ways to improve deep tissue imaging, suggesting there are other ways to improve the ability to get photons to create excitation and harvest photons.', 'acknowledge contribution': ""Luke acknowledges Sishan's good insight on the topic of improving deep tissue imaging, recognizing their contribution to the discussion.""}",False,False,False,False,False,3,17.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,895.0,878.0,2021_05_21_ABI_S15_B1,Luke Mortensen,"And um I think there's more opportunity because it's not it's not just reconstructing the PSF where you just have enough of a power density, you're also the pulse duration is becomes very important as well.","{'expand on existing idea': 'Luke is expanding on the previous discussion about multiphoton imaging and how to improve deep tissue imaging, adding that pulse duration is also important, not just power density and PSF reconstruction.'}",False,False,False,False,False,3,17.0
2021_05_21_ABI_S15,2021_05_21_ABI_S15,898.0,878.0,2021_05_21_ABI_S15_B1,Brad Smith,"Uh, can photoacoustic image save the day? I I don't know. maybe shouldn't use that phrase, but it's photoacoustic imaging has promise, I don't know, has has promise and challenges. I don't know um.","{'present new idea': {'Explanation': 'Brad Smith introduces the idea of photoacoustic imaging potentially solving the deep tissue imaging problem, which is a new direction in the conversation.'}, 'express enthusiasm': {'Explanation': 'Brad Smith expresses enthusiasm for photoacoustic imaging by asking if it can ""save the day"", but then immediately retracts the enthusiasm by saying ""I don\'t know"" and questioning the phrase.'}}",False,False,False,False,False,3,20.0
2021_05_21_ABI_S16,2021_05_21_ABI_S16,886.0,905.0,2021_05_21_ABI_S16_B1,Aida Ebrahimi- Penn State U,How can I pull a screen here? You know?,"[{'ask clarifying question': 'Aida is asking for technical assistance on how to share her screen, which is a clarifying question about the Zoom interface.'}]",False,False,False,False,False,3,-19.0
2021_05_21_ABI_S16,2021_05_21_ABI_S16,889.0,905.0,2021_05_21_ABI_S16_B1,Silvia Ronco,"But I don't know, I don't see the transcript. I'm sorry.","{'express frustration': 'Silvia expresses frustration at not being able to find the transcript function, after Wenjing asked about it and Stavroula explained how it usually works.'}",False,False,False,False,False,3,-16.0
2021_05_21_ABI_S16,2021_05_21_ABI_S16,889.0,905.0,2021_05_21_ABI_S16_B1,Abhishek Shrivastava ASU,"And then the other project in my lab is on the type nine secretion system where we and this type nine secretion system is found in a large number of bacteria of the phyla bacteroidetes and we try to study, you know, how adhescence and certain enzymes are secreted by these, what are the stressors or sensors that regulate the secretion system and how that might uh result in changes in the structure of the community. I have, you know, my office hours are going on for my teaching right now and have one student waiting on a zoom call. So I might just float away for the first five minutes, so please excuse me for that. Okay.","[{'explain or define term or concept': 'The speaker explains the focus of another project in their lab, which is the type nine secretion system, including where it is found and what they study about it.'}, {'assign task': 'The speaker informs the group that they may need to leave the meeting briefly due to office hours and a student waiting, which is a task they need to attend to.'}]",False,True,False,True,True,3,-16.0
2021_05_21_ABI_S16,2021_05_21_ABI_S16,889.0,905.0,2021_05_21_ABI_S16_B1,Dr. Ali Keshavarziyan,Chris.,"{'encourage particpatioin': 'Ali is inviting Chris to introduce himself, continuing the round of introductions.'}",False,False,False,False,False,3,-16.0
2021_05_21_ABI_S16,2021_05_21_ABI_S16,890.0,905.0,2021_05_21_ABI_S16_B1,Aida Ebrahimi- Penn State U,Because I don't think you can see well.,{'None': 'This utterance does not fit any of the codes in the codebook.'},False,False,False,False,False,3,-15.0
2021_05_21_ABI_S16,2021_05_21_ABI_S16,892.0,905.0,2021_05_21_ABI_S16_B1,Chris Whitbey,"Hi, I'm Chris Whitby. I'm an assistant professor at Seattle University, um in the Department of Chemistry, but my training is in microbiology and chemical biology. Um, so my group uses chemical biology tools, uh especially activity based protein profiling to study proteomic um function within complex microbial communities, uh especially the vaginal microbiome, but I'm interested in the gut microbiome as well.","{'explain or define term or concept': 'Chris explains activity based protein profiling, which is a chemical biology tool used to study proteomic function within complex microbial communities, providing clarity on his research approach.', 'present new idea': 'Chris introduces his research focus on using chemical biology tools, especially activity based protein profiling, to study proteomic function within complex microbial communities, which is a novel concept in the context of the introductions.'}",False,False,False,False,False,3,-13.0
2021_05_21_ABI_S16,2021_05_21_ABI_S16,892.0,905.0,2021_05_21_ABI_S16_B1,Aida Ebrahimi- Penn State U,"Um, do you know how can I can full screen so uh","[{'ask clarifying question': 'Aida is asking if someone knows how to make the screen full screen, seeking assistance with a technical issue.'}]",False,False,False,False,False,3,-13.0
2021_05_21_ABI_S16,2021_05_21_ABI_S16,892.0,905.0,2021_05_21_ABI_S16_B1,Carolina Tropini,I think Aida's doing a good job. Yeah.,"[{'acknowledge contribution': ""Carolina acknowledges Aida's effort in taking notes and summarizing the discussion, showing appreciation for her work.""}]",False,False,False,False,False,3,-13.0
